Job Working,ReadyStatus,Job Wait,OFF or unknown,AlarmStatus,Job Workingwaitoperator,Wait for reset,Manual job Working,Bevel Inclined Poly,Bevel Straight Poly,Bevel Straight CR 1,Bevel Straight CR 2,Groove Poly,Bevel Inclined HI,Bevel Straight HI,Groove OR,Cycle Time,Job Correctly Completed,Lens Rejected (Lens 2),Lens Rejected (Lens 1),Cannot Load Lens from Pallet,Server didnt send job,Barcode Not readable,Lens not traceable,Timestamp Identifier not received
138496,7533,68136,28815,9026,8202,1389,490,442,221,200,107,76,66,41,13,57,1240,54,42,23,15,9,7,0
136457,4894,70227,28090,8860,8916,952,327,525,235,190,89,72,55,32,13,87,1157,48,47,26,8,24,13,1
135883,1654,70239,28038,10119,8846,1155,0,478,234,226,106,70,66,32,9,134,1032,43,38,25,9,22,8,1
135863,1498,68944,29036,6963,10185,397,1383,548,224,206,95,70,64,39,9,143,991,48,28,39,14,13,8,1
137198,6983,67597,28899,7686,8912,1361,626,530,224,197,105,76,64,39,12,142,894,60,26,34,21,17,10,0
138645,4295,69361,29631,8087,9347,1321,1360,496,245,190,91,72,60,40,11,109,991,49,43,14,11,31,12,0
136831,3543,68466,28620,7582,9416,1150,1576,446,231,191,89,74,67,37,12,83,1012,55,40,29,14,6,8,1
136695,7169,74811,28103,10323,9819,1443,186,553,253,197,89,69,67,34,11,129,1018,64,43,28,16,14,13,0
138504,6279,65483,29889,8182,9155,737,268,479,231,191,100,73,58,34,12,112,694,47,46,33,15,32,14,1
136336,6523,74775,28742,8113,10030,985,1454,455,232,195,101,68,65,32,10,132,787,44,29,17,15,13,9,1
137053,4986,68146,28042,9408,9885,921,1562,483,235,184,112,75,52,40,11,102,1281,69,44,33,18,1,16,0
136720,5107,75725,28208,10762,9456,1245,122,560,246,205,110,68,61,36,12,74,1211,63,29,25,18,13,9,0
137689,3812,74924,28599,10083,9889,491,551,519,244,216,92,70,57,37,9,132,733,50,38,15,18,35,8,1
135763,4463,75288,28604,9443,9781,765,1242,485,267,211,103,73,61,37,12,124,868,49,21,12,16,26,16,1
136491,6901,70022,29709,7130,9864,1423,1439,465,246,226,112,75,72,42,10,84,1185,47,22,35,19,6,10,0
138781,4404,75547,28475,11100,9498,1170,1209,474,274,209,111,68,64,36,9,70,768,59,23,11,18,27,16,1
138657,7229,66082,29661,9494,10163,1306,587,511,247,211,105,71,67,42,11,85,773,57,36,12,20,9,11,0
138658,1617,66807,28108,11296,8686,1532,1587,457,256,189,109,70,57,36,9,116,959,69,33,14,11,5,16,1
138384,5598,71155,29582,8194,8359,1532,1228,475,247,181,94,68,52,42,12,97,819,70,22,30,18,27,12,1
136836,5340,72838,28213,10748,10018,1281,335,478,258,183,110,72,57,35,10,90,726,70,22,30,19,2,7,1
138199,5318,65976,29627,7552,9522,1264,389,524,274,184,101,75,68,38,12,82,749,59,40,27,15,29,9,1
138352,5874,72550,29716,10260,10046,622,303,549,222,199,95,74,70,35,12,116,731,65,46,34,10,33,12,1
135898,2099,75322,28408,9388,9886,1444,913,499,243,221,93,70,51,39,13,94,1199,72,36,8,8,39,15,1
137360,3155,73113,29576,8750,8199,1360,848,544,229,202,99,72,53,37,10,65,1186,57,37,20,21,25,9,0
135201,2759,69390,28770,7852,9028,1519,1535,457,228,188,93,72,71,32,9,129,1102,72,25,18,20,35,9,0
135841,2846,71023,28632,7970,9567,1417,971,460,271,205,89,75,56,42,13,120,1242,44,24,8,9,2,15,0
137467,2821,74852,28076,10955,8427,573,225,487,260,184,101,73,69,41,9,94,1165,72,30,20,10,2,14,0
136789,5840,67986,28094,6952,9451,307,512,442,272,225,100,70,53,33,9,58,1166,46,45,15,16,2,12,0
136054,3881,73682,28268,9437,9165,1138,1009,497,262,194,102,74,66,38,11,131,808,69,43,41,15,27,15,1
136959,1822,74334,28360,11897,9465,1624,28,528,269,185,109,68,63,39,11,79,695,72,47,31,19,27,9,0
138496,6946,73826,28529,12100,8558,852,603,510,271,209,89,69,64,38,10,105,711,70,27,10,10,25,12,0
137632,1770,72989,29828,8928,9508,1207,964,480,221,201,101,74,60,32,10,59,753,68,19,17,9,15,7,0
138674,4334,66410,28682,8519,9610,1335,980,542,241,195,106,69,63,40,12,83,1124,47,36,21,14,10,10,0
136861,2326,65878,28161,8168,8319,676,614,473,246,203,105,69,56,35,10,140,1205,59,39,31,12,31,16,1
136353,3905,65361,28464,10619,8958,1320,1006,541,235,197,96,74,63,42,10,118,818,69,32,16,14,25,16,1
136276,2263,65686,28822,8963,9403,880,1535,538,263,183,96,71,68,39,11,124,811,60,22,14,9,6,12,0
136907,6649,74661,29587,8994,8534,1355,1012,440,245,213,96,76,68,38,13,123,1023,67,22,20,12,34,9,1
137977,6332,67500,30004,11699,9369,649,1377,498,259,207,105,74,54,34,11,117,1163,54,30,33,23,33,12,1
136895,7637,66983,28547,9194,8379,443,724,491,236,196,108,73,67,42,10,60,1166,47,42,12,17,27,8,0
136933,5270,71621,29973,6928,8167,1606,471,473,255,186,100,71,56,37,12,105,1298,62,25,24,19,4,10,1
136639,1557,73356,29210,8848,9771,729,688,549,243,221,99,75,66,41,12,120,968,47,43,18,12,11,14,1
137494,7167,73978,29905,11506,8842,823,314,482,232,190,105,72,62,33,12,82,992,55,44,29,18,26,7,0
136035,4328,72714,29783,9176,9387,989,908,536,276,209,108,75,60,33,11,135,1131,47,37,24,13,16,12,0
138710,6161,71943,28051,6914,10112,630,556,537,268,197,95,75,72,33,12,113,1204,47,23,8,13,22,11,0
135402,3015,74032,28487,7094,9805,658,941,466,272,219,98,76,63,36,10,89,817,53,23,39,11,24,7,0
138455,2016,70931,29554,9884,9546,480,278,534,239,226,111,76,66,39,11,136,1255,62,46,22,11,12,7,1
135322,4473,73245,29419,7057,8390,1410,1311,463,254,194,105,74,72,33,10,97,741,71,29,23,15,7,11,0
135600,1866,75552,28091,8114,9585,784,839,445,228,192,106,74,70,33,13,105,1199,63,46,20,13,17,13,0
135966,1585,73026,28650,7161,8655,1291,366,510,271,218,110,73,51,38,10,65,1268,68,27,31,16,15,13,1
135493,6219,70469,29839,10717,8452,1687,330,459,243,209,110,76,57,38,13,84,1281,55,35,16,19,12,7,1
137527,7913,74730,28356,7674,9363,1599,396,506,231,194,105,75,54,40,13,114,722,51,18,21,18,5,16,1
138131,6803,74482,29755,11596,9926,1331,787,481,263,188,108,68,62,37,9,54,1041,42,18,11,21,23,16,0
138881,2704,72087,29634,8604,8382,616,384,478,254,220,99,75,59,34,9,129,718,65,38,41,14,27,16,0
135397,1361,69767,29771,10304,9705,566,1601,473,225,220,97,69,70,31,10,60,899,66,21,9,20,25,8,1
138229,5336,70532,28718,9204,8555,910,1534,533,257,197,96,76,61,35,13,100,833,71,18,31,9,14,8,0
137130,1768,75791,29167,9508,9104,1646,557,467,245,223,99,73,51,42,11,66,704,51,20,21,17,31,16,0
138782,1389,73430,28198,11221,9971,1334,1053,486,244,219,92,72,60,39,11,137,1090,67,27,31,16,32,15,1
137999,559,71496,28814,7569,10178,945,1220,545,244,203,107,74,65,37,12,85,1028,69,41,8,15,25,9,1
137391,3312,69207,29346,11089,9837,1554,262,546,262,187,96,71,70,33,12,88,785,42,37,23,23,42,15,0
135808,2488,69588,29822,9547,8436,1666,407,544,254,192,97,76,52,38,11,137,687,60,38,8,9,35,16,1
138472,7645,72034,29355,8870,9067,386,1118,556,267,196,102,75,72,41,9,111,743,57,22,35,16,10,16,0
136347,7373,66380,29287,10548,9002,785,943,454,238,193,102,68,68,35,13,122,1098,60,35,11,16,35,15,1
135386,6721,71540,28216,9632,8771,396,989,467,232,199,89,68,62,40,10,121,1247,49,29,31,19,27,12,0
138597,5421,65497,29724,9628,9403,1548,1066,548,262,183,103,70,65,32,11,100,1199,46,20,22,19,13,15,0
137711,4617,73114,28555,10970,8868,358,846,510,259,223,96,75,68,32,11,82,1135,66,46,31,19,30,10,1
138620,4050,75686,29457,11302,9814,1020,1059,441,235,188,93,75,51,36,9,80,953,61,19,8,16,1,16,1
136994,6413,73151,28802,8474,8578,302,1481,513,267,220,107,69,65,33,12,93,1268,42,34,38,20,11,8,0
135859,2359,75090,29483,7137,8943,1500,1152,472,232,192,104,68,63,36,13,128,1090,65,41,14,17,36,16,1
138011,3872,66900,28700,6862,9725,640,1542,521,249,211,98,71,59,33,10,110,1223,66,23,18,23,16,13,1
138202,2471,72762,28502,6902,9980,979,1067,454,249,215,99,69,66,34,9,93,749,64,43,12,15,39,10,0
137155,6251,72166,28468,6477,10217,496,1084,523,240,200,93,72,67,40,12,63,930,62,19,37,9,28,11,1
137650,438,68992,30009,8344,8604,1269,1561,444,235,208,98,74,68,42,10,58,1065,72,26,18,23,8,16,1
136569,8021,74175,29974,7535,8209,986,1386,540,223,182,104,72,71,36,10,72,903,61,41,41,20,0,8,0
137186,7432,68383,29729,9610,9505,907,874,554,236,207,92,68,62,37,9,143,1246,55,31,39,19,0,10,0
136734,5359,69289,29805,8320,8496,1499,1144,499,239,183,89,72,51,31,10,81,741,61,40,30,15,37,9,1
135346,6277,65632,28365,6787,8450,846,496,495,227,201,112,73,63,39,12,125,709,72,33,9,17,5,13,1
138419,2765,75263,29795,6997,9657,722,157,481,269,187,103,76,58,37,11,100,982,57,24,16,15,18,8,0
138111,4262,71406,29936,6909,9021,738,1280,495,256,213,95,68,62,39,12,123,834,49,28,25,9,25,10,1
136934,1930,72633,29262,7296,10141,423,1598,490,242,225,108,70,67,31,9,137,822,66,27,19,18,21,15,0
137043,4634,71955,28623,9690,8210,593,270,555,235,226,92,72,59,36,10,134,832,63,19,8,11,0,11,0
135688,2808,70608,29604,10489,8308,1154,1334,543,229,213,102,68,64,33,11,67,805,46,23,41,23,35,12,1
138176,938,69500,28919,7458,9865,1008,312,509,237,216,93,74,66,34,13,54,695,66,27,11,9,3,15,1
137159,2086,68021,28560,9787,9301,1560,1140,446,253,197,105,68,68,33,12,127,1017,72,37,13,20,15,14,1
136863,5410,74298,28822,8243,9885,918,344,547,222,186,92,70,69,35,13,105,1125,56,46,31,8,23,10,0
137798,1619,66364,28966,10158,10007,753,1201,443,227,201,93,68,60,32,9,107,1139,51,37,39,20,16,12,1
137585,3335,74380,28662,11943,8110,964,116,456,275,218,112,76,54,32,9,122,994,48,47,35,8,13,8,1
138119,3522,72120,28750,9956,8955,885,1020,523,251,214,105,74,53,37,13,65,829,69,25,17,11,27,13,1
135840,6462,73812,29872,11233,9358,1181,1188,548,234,192,99,76,52,34,11,96,1305,60,41,21,20,42,9,1
137002,809,69257,29419,7480,9689,1522,173,457,257,192,92,76,55,34,10,110,705,50,24,30,10,19,13,0
137720,5494,67682,29418,6556,9601,1661,748,501,224,198,103,76,68,38,13,69,1169,50,47,35,21,14,11,0
137169,7740,68531,29650,10036,8228,1540,154,521,265,186,95,72,64,41,11,93,700,53,43,8,9,17,16,1
137398,2346,75803,29098,8808,8199,554,594,528,230,193,93,74,52,37,10,77,837,68,35,37,21,32,15,1
136638,2303,72308,29121,8082,8389,1031,1533,464,265,211,102,73,52,32,13,121,1123,55,23,35,13,20,8,1
138569,4797,66800,28382,6437,9692,496,309,444,242,205,89,73,64,41,13,66,1238,71,32,22,23,33,7,1
136834,2015,66868,29646,11138,9776,1377,233,555,244,204,95,70,51,35,9,81,1116,67,42,36,18,8,16,0
135462,1878,71192,29892,7714,9248,955,1374,461,264,222,101,73,64,33,9,104,1234,67,26,28,20,36,10,1
136987,2112,68581,29393,11748,9944,989,161,560,275,191,101,73,71,32,12,82,1114,48,40,40,23,9,15,0
137391,2905,75011,29308,11123,9927,1202,1614,445,238,213,89,72,61,35,10,64,828,44,29,24,23,3,7,1
137593,1863,75410,29279,10911,8764,1631,690,504,231,201,103,71,65,33,10,143,904,67,35,34,13,29,7,1
135823,3659,69389,29853,6608,9470,687,291,448,270,219,90,72,58,33,10,143,1031,63,41,32,16,37,16,0
136216,6022,67165,28308,10025,8797,427,126,537,274,204,96,74,60,38,11,121,1136,43,25,39,21,16,8,0
138843,4665,74897,29652,11340,8282,1389,692,503,264,224,96,71,53,33,13,61,1036,48,26,22,18,22,11,1
136080,3868,70900,28175,10247,8450,782,601,438,221,200,112,76,68,37,12,78,1067,54,26,9,18,4,10,1
137249,4062,71355,28227,9684,9919,511,1117,444,273,189,102,71,51,38,10,79,1064,53,36,18,21,34,14,1
138144,881,65304,28346,10883,9501,777,1469,461,252,211,110,76,58,41,12,67,817,43,39,10,8,23,9,1
136527,1395,73259,29641,8853,9588,702,1112,449,236,208,111,76,53,42,11,131,987,52,36,24,21,24,8,1
137501,5754,66468,29365,11227,8777,526,387,500,234,218,92,74,51,35,9,66,1216,46,47,32,17,22,13,0
135652,6763,67698,29919,8180,8439,1673,779,509,253,185,101,74,57,35,12,54,1215,66,33,32,11,33,14,0
138308,6587,67930,29985,11307,8210,384,248,450,227,217,93,68,72,33,13,98,1272,45,19,22,14,14,13,0
136383,5738,71908,29262,10607,9311,513,180,507,239,221,102,69,72,41,11,122,707,56,18,38,12,10,8,1
138262,6058,65647,29635,9859,9820,1560,1084,540,245,214,106,70,61,37,11,132,1251,70,32,30,11,34,13,0
137256,2378,71161,29020,6614,9922,754,1170,525,225,190,98,70,54,36,12,125,995,59,45,32,10,9,15,1
138504,2602,75305,29711,8765,9829,1283,695,553,269,212,92,70,68,42,10,132,741,67,46,26,17,2,11,0
138370,3002,68642,28349,9563,9995,1475,280,461,230,217,95,76,61,37,11,96,1271,56,32,8,10,26,13,0
136882,4539,71800,29978,11408,9511,1576,1589,475,224,197,92,69,51,40,9,138,912,64,37,23,12,9,12,1
138063,7896,67874,28454,6936,9461,1038,1135,545,244,216,110,68,61,34,11,71,898,55,35,15,13,9,14,0
137455,6840,69125,28440,12011,10043,1154,296,508,266,216,99,68,59,33,13,124,853,68,46,35,13,0,15,0
136354,1750,69893,28760,10555,9452,1497,690,447,275,193,99,73,52,37,9,96,698,71,45,31,23,8,13,1
135603,5272,70572,29611,8362,8755,391,561,467,226,200,100,74,72,41,12,97,955,50,45,11,13,26,13,1
137399,1820,73544,28514,11842,8449,302,1140,540,232,218,112,69,59,33,10,137,1313,71,38,30,12,30,10,0
137301,2376,65448,29104,7626,9243,1216,1050,525,240,199,103,69,70,33,9,119,873,60,23,25,17,6,13,1
138391,1307,73994,29384,10115,9104,594,1455,464,246,202,93,75,64,34,12,131,716,65,28,22,20,16,7,0
136896,5994,66169,28287,11677,8497,481,310,467,232,196,96,74,65,41,9,118,729,43,41,25,8,38,9,0
135827,2694,68821,28007,10611,8745,897,874,516,253,186,108,71,59,40,10,74,719,66,29,41,15,18,11,1
135786,5997,69171,28086,7768,8512,885,389,554,232,191,99,74,65,31,13,69,1074,56,43,15,12,42,9,1
136848,1845,66600,28997,11800,8136,1274,1485,439,258,190,106,71,60,32,11,110,914,55,23,19,21,2,8,1
136643,6445,75991,28285,9050,8519,304,5,445,224,211,106,72,52,33,11,132,1233,64,45,20,22,33,11,1
136645,1571,72895,29422,7112,9583,936,702,454,237,198,111,75,65,42,10,99,1308,67,26,31,10,12,16,0
135303,5180,70133,28073,9944,9201,1669,1010,485,230,212,94,71,51,41,10,66,946,52,31,8,15,15,13,1
135453,864,71970,29462,10797,10083,810,529,501,239,221,106,74,62,36,9,93,941,47,21,18,23,28,16,1
138498,1883,67751,29146,8590,10062,325,158,498,263,222,107,69,72,34,11,121,1019,61,21,19,17,3,16,0
138383,5143,69685,29400,8159,9497,1338,1331,450,253,204,102,69,70,39,11,107,810,52,33,23,15,15,16,0
137757,7766,73830,28805,7847,8909,481,951,519,257,226,99,76,54,37,10,73,1171,54,32,41,12,18,10,1
136696,5570,68124,29166,10444,9057,644,1218,458,276,196,95,75,63,35,12,132,1231,72,31,23,17,26,16,1
135298,5029,72154,28157,6448,8419,749,1502,537,248,209,102,70,60,40,12,83,996,61,21,28,18,38,14,0
137400,5625,75185,28429,9082,8613,1603,229,513,266,219,104,74,64,39,13,84,831,69,27,34,19,32,11,1
137084,5455,71264,29471,10230,8433,1056,1529,544,265,205,110,68,60,41,10,132,1103,53,45,22,20,15,12,0
138161,6885,66286,29433,6894,9194,695,1360,439,222,220,101,71,61,42,13,61,1125,49,24,23,9,21,13,0
137119,6356,73471,29394,7120,8823,1649,691,521,266,205,94,71,65,37,10,89,1094,60,27,30,23,23,7,0
136077,6967,68790,29132,7440,8107,1652,132,460,258,220,111,75,51,36,10,61,991,53,27,32,12,37,10,0
135537,363,73376,28845,11740,9819,978,948,522,258,225,103,71,72,34,10,73,1311,58,33,35,19,14,13,1
138069,6920,69067,29730,12042,10103,1089,158,532,241,199,93,76,53,35,11,108,1128,62,31,31,10,10,7,1
138434,6138,67306,28035,9491,8263,469,1295,453,243,190,105,74,57,36,11,60,1222,68,37,11,19,24,11,1
136156,4534,73225,29113,10450,8880,628,532,450,253,181,93,72,64,31,13,76,724,60,32,13,20,40,13,0
136904,500,68407,29020,6592,9418,652,680,441,246,207,106,75,67,32,9,132,974,68,21,21,17,7,14,0
135360,7316,69768,28973,8065,10228,1594,294,439,272,202,98,71,58,42,9,72,725,55,21,10,18,15,11,1
136803,7489,68630,29438,9176,9398,1264,936,551,263,208,107,73,59,32,9,57,805,71,24,28,21,16,16,1
138048,5481,74022,29997,6724,9020,1266,820,502,274,215,90,72,70,37,13,102,1203,50,45,41,13,38,9,1
135597,4288,66223,29017,7008,9740,390,1353,463,250,183,109,70,71,33,13,54,1069,43,27,9,13,34,9,0
136500,3181,71547,29319,8015,9944,1604,280,467,224,218,104,75,55,42,10,119,781,66,27,14,16,0,7,0
136015,6336,73732,29865,9810,9690,925,1460,555,226,206,109,73,70,34,13,110,1038,67,40,30,11,21,14,0
136727,2805,67196,28712,8779,9202,1316,1087,475,254,224,101,71,55,39,11,141,1019,53,25,27,10,27,10,0
137119,7353,73183,29069,11857,8779,802,358,457,240,185,109,68,52,35,13,82,1070,63,40,40,23,21,16,0
136615,2266,68624,28487,8601,9351,1405,1012,462,257,190,110,68,68,33,12,67,1094,58,23,32,15,1,14,1
136358,1800,66113,28618,6624,8537,476,1252,489,235,187,107,70,51,37,10,54,1107,72,45,11,17,5,12,1
136418,1017,70050,28169,7271,9045,334,1270,520,275,210,112,75,54,35,11,122,758,69,35,14,9,14,15,0
135600,3631,72918,28145,10437,9383,462,1115,528,260,205,91,75,60,37,9,74,1270,57,26,25,20,29,11,1
135839,2521,66082,28867,11014,8109,1322,846,447,269,222,106,69,60,39,12,122,1234,45,33,23,16,21,15,1
138304,5505,69355,28419,9361,8257,642,647,478,243,214,102,68,65,40,13,114,1290,60,44,18,12,12,15,0
137935,7659,73089,29995,12129,9281,752,0,518,262,201,110,72,68,31,12,133,975,47,30,20,21,28,10,0
135659,3928,73499,29713,6875,9325,288,314,498,229,209,95,68,64,36,9,134,992,72,41,9,11,36,14,1
136154,5770,68439,28572,6509,8220,939,1314,548,254,197,100,75,57,39,10,77,756,53,39,31,23,37,8,1
135669,4498,70307,29959,11270,8773,304,1269,439,263,216,105,76,62,31,10,70,931,53,44,13,9,20,8,1
138646,803,69351,29026,9175,10127,1609,1263,518,254,220,100,69,58,36,10,98,1270,61,41,35,18,29,7,0
136245,5773,72875,29617,10118,9383,1360,480,444,247,201,91,71,60,42,12,127,744,58,28,32,23,16,8,1
137997,532,74009,29286,8290,9556,1103,1295,497,236,214,111,73,51,33,11,121,705,54,33,28,19,29,9,0
136893,5394,68490,28798,11991,8143,1482,653,498,224,196,96,74,53,40,13,115,773,55,33,19,17,33,12,0
137285,6249,70937,28320,7360,8915,347,1540,517,248,226,106,72,56,38,9,106,907,53,38,21,8,36,10,0
137477,3723,65878,29630,8364,9478,1304,847,550,237,224,109,68,64,40,12,79,1134,46,45,28,19,29,12,1
138636,3671,73438,29599,10797,8197,327,788,464,261,189,109,74,66,37,9,96,1126,45,28,28,15,31,8,0
135762,768,69782,28245,11892,9994,1224,313,560,232,224,103,74,71,34,12,114,703,62,37,34,9,35,13,1
137685,1392,67165,29612,8601,8574,1500,1592,438,225,183,107,72,63,34,13,122,714,42,37,32,18,33,12,1
136999,2342,70789,28476,9724,9515,1351,138,523,255,203,101,69,56,38,12,127,1277,68,18,14,11,6,8,1
138554,3408,66676,29282,12039,8108,634,497,523,258,193,104,69,57,42,10,81,1072,51,24,18,12,16,13,1
137274,3505,74397,29116,11211,9636,1537,1350,464,259,218,103,76,70,36,12,56,1013,54,27,18,22,39,10,1
135425,6231,70708,29826,11177,9512,1289,120,517,256,214,99,76,52,37,12,121,703,70,46,33,11,26,14,1
138548,5451,73463,28782,10822,9962,716,1415,497,250,210,101,71,67,35,13,112,814,69,24,32,19,42,9,0
135997,5171,70358,28532,11668,9333,979,464,490,234,219,109,71,54,34,10,134,1182,49,30,15,14,28,8,1
138880,624,74456,29597,9264,8715,905,989,473,234,206,102,74,70,31,13,124,967,61,38,33,23,36,11,0
137531,3983,71583,29362,11146,8109,369,909,517,222,212,101,72,67,37,9,75,1195,59,33,15,15,5,15,1
138126,1719,67276,29947,8084,8651,648,1200,461,248,200,96,68,58,34,12,90,911,47,27,21,11,24,14,1
136159,5287,71743,29283,9358,8979,1218,363,472,241,226,99,72,72,35,13,114,736,62,38,31,20,37,8,1
136704,4330,70059,28236,10033,8367,1472,1521,470,235,218,102,71,52,35,11,64,1211,45,20,17,17,14,13,0
135652,4458,72895,29164,12180,8550,1666,160,454,264,189,107,70,54,41,11,137,992,52,22,29,9,22,7,0
138267,1944,70220,28974,8102,9491,1234,663,506,266,219,103,68,59,32,11,74,1193,69,23,22,9,36,10,0
136015,6415,67187,29970,10780,9182,1480,966,472,243,196,110,76,57,32,13,110,762,45,18,10,9,39,10,1
135858,8004,75939,29967,7717,8393,779,549,520,230,225,98,71,68,39,12,144,1069,72,21,36,19,23,9,0
138787,7103,66291,28678,9156,9051,983,1358,544,246,218,92,70,64,36,11,113,945,72,29,12,10,42,7,0
135746,1315,70528,29503,10554,8968,412,1073,484,255,184,95,75,51,38,10,70,869,69,26,34,23,32,14,1
136415,7544,73346,28578,7488,8209,451,746,535,254,192,112,74,60,36,11,119,1306,50,43,9,19,20,7,0
138320,2772,71750,29373,11274,9665,1042,88,533,222,206,94,73,57,33,11,129,1036,70,19,29,23,34,12,1
138783,5279,68904,29593,11843,9112,720,1599,526,251,190,89,73,68,33,12,117,1016,46,30,28,23,29,13,0
135216,7573,66383,29747,7031,9954,1264,892,496,263,196,110,69,69,41,11,87,1106,52,24,17,17,39,11,1
138443,6796,73926,28129,9704,10088,391,720,498,264,181,108,76,63,35,11,91,905,65,30,23,9,29,10,1
136443,4990,65320,29560,9408,8944,1343,1248,459,267,192,99,68,65,33,12,78,1054,71,33,13,20,25,12,1
137405,944,75417,28010,11617,9807,381,385,540,264,202,107,71,70,41,11,69,1301,44,41,15,11,30,15,0
137724,6563,74964,28256,6560,10226,1672,1190,551,263,209,91,71,57,32,13,102,988,52,28,38,9,22,14,0
136269,6741,66399,28815,6540,10107,1477,653,464,272,199,91,76,52,34,10,84,985,45,21,8,19,33,10,0
138644,4195,72141,28368,9001,9373,620,336,534,272,210,89,70,70,42,13,74,919,45,40,33,15,24,10,0
137765,6666,67937,28943,9789,8438,1199,589,509,266,208,98,76,70,34,11,91,778,52,22,40,13,9,14,1
137346,2392,73881,29417,9164,10204,1093,434,531,225,201,102,69,70,39,10,141,908,46,18,33,14,11,8,0
136968,5112,73044,29616,7260,8246,475,1545,549,239,198,105,68,57,37,9,84,1097,43,27,15,8,6,14,0
136260,5823,68713,29821,7095,8845,1485,1271,527,250,221,90,74,56,38,10,140,764,47,38,19,15,28,10,1
137527,4279,72757,29442,7496,9140,1626,1067,452,269,204,102,69,68,31,12,111,1176,63,27,13,16,30,15,1
138620,7602,66654,28881,11400,9312,1416,486,473,267,206,93,68,64,37,10,60,1254,54,25,25,10,33,10,1
137744,3565,71702,28018,10218,8813,1538,1500,546,272,216,95,76,61,40,13,96,1288,53,37,27,10,15,11,0
135501,982,69821,28109,7747,9710,784,108,494,237,223,103,75,61,39,12,82,887,57,20,34,22,18,14,0
135380,337,70425,29460,6714,9518,1374,699,513,249,196,109,70,60,39,13,129,936,47,41,21,10,12,15,0
135806,1556,65305,28504,11089,9886,498,1093,478,232,212,107,69,52,42,13,75,726,57,47,39,13,24,7,0
138370,2185,73682,29057,10544,8403,444,542,482,228,182,109,68,53,42,9,116,744,52,35,37,23,31,16,1
135899,7032,73639,29311,10008,9681,660,804,480,235,189,94,71,60,35,11,129,888,50,35,31,22,24,12,1
136192,4420,69653,29867,11072,9977,1487,682,449,273,198,108,73,51,31,9,82,748,65,30,24,16,9,7,0
136339,5232,68850,29002,6477,8479,648,1132,505,254,226,92,69,66,36,11,122,1239,44,30,32,12,17,10,1
135390,582,73331,28254,8198,8793,287,608,559,248,225,102,73,64,33,13,69,853,47,32,10,19,37,8,1
137500,2412,69405,28637,10744,9718,1685,838,504,241,199,89,72,59,37,10,140,1002,65,45,23,21,40,9,1
136180,1715,74602,29744,11291,8149,1685,549,538,273,218,111,68,57,38,11,125,850,61,44,12,18,22,16,0
138175,5232,70383,28133,9689,9547,727,263,539,237,192,96,74,57,36,9,106,765,47,47,12,14,33,16,0
137206,6104,74116,28498,8508,9855,1457,289,533,273,193,108,74,51,32,12,71,916,71,39,8,11,1,9,0
136384,7360,67475,28396,8736,9979,313,144,527,276,215,94,72,70,40,9,83,1118,51,22,32,17,27,15,1
138527,6661,74570,29510,9845,8947,776,528,441,262,190,103,71,72,41,13,77,1052,44,20,40,9,7,7,1
